ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26
18573,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
31922,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree
54605,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree
40639,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Strongly disagree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree
63266,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree
73057,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Strongly agree,Strongly disagree,Strongly agree,Slightly agree,Strongly agree
68824,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree
88485,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
70248,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree
32644,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree
41436,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree
37198,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree
24180,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
56265,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly disagree,Slightly disagree
32808,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree
78660,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
15656,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree
13258,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree
36759,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree
49901,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly agree
30075,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree
62515,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Strongly agree
78269,Slightly disagree,Slightly agree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree
67191,Slightly agree,Strongly agree,Slightly agree,Strongly disagree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree
23157,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree
37989,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly disagree
61923,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree
25475,Slightly disagree,Slightly agree,Strongly agree,Strongly disagree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly agree,Strongly disagree
64801,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
27290,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree
27743,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
21979,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree
33968,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree
40395,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Slightly agree
46318,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly disagree,Slightly disagree
78624,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly disagree,Strongly agree
18588,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree
10061,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree
78190,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree
49029,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Slightly agree
25420,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree
62315,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree
11894,Strongly disagree,Slightly agree,Strongly disagree,Strongly agree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Slightly disagree,Slightly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
56925,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree
56587,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree
36336,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree
13748,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree
61258,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree
52278,Strongly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree
61623,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree
60944,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
70132,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree
61133,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree
48984,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree
22360,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree
35436,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
49141,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree
51909,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree
82327,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree
26966,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree
52804,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Slightly disagree
12280,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly agree,Strongly agree
38333,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree
85587,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree
58494,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly agree,Slightly agree
40515,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree
33055,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
41348,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree
47845,Strongly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly agree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly agree,Strongly agree,Slightly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
11999,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree
48355,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Strongly agree,Strongly disagree,Slightly agree,Slightly disagree,Strongly agree,Strongly disagree,Slightly agree,Slightly disagree,Strongly agree
